"STATISTIC Label","Quarter","Number of Bedrooms","Property Type","Location","UNIT","VALUE"
"RTB Average Monthly Rent Report","2020Q1","All bedrooms","Other flats","Galway","Euro","726.32"
"RTB Average Monthly Rent Report","2020Q1","All bedrooms","Other flats","Kerry","Euro","543.22"
"RTB Average Monthly Rent Report","2020Q1","All bedrooms","Other flats","Kildare","Euro","918.51"
"RTB Average Monthly Rent Report","2020Q1","All bedrooms","Other flats","Kilkenny","Euro",""
"RTB Average Monthly Rent Report","2020Q1","All bedrooms","Other flats","Laois","Euro",""
"RTB Average Monthly Rent Report","2020Q1","All bedrooms","Other flats","Leitrim","Euro",""
"RTB Average Monthly Rent Report","2020Q1","All bedrooms","Other flats","Limerick","Euro","692.6"
"RTB Average Monthly Rent Report","2020Q1","All bedrooms","Other flats","Longford","Euro",""
"RTB Average Monthly Rent Report","2020Q1","All bedrooms","Other flats","Louth","Euro","764.66"
"RTB Average Monthly Rent Report","2020Q1","All bedrooms","Other flats","Mayo","Euro","501.01"
"RTB Average Monthly Rent Report","2020Q1","All bedrooms","Other flats","Meath","Euro","768.92"
"RTB Average Monthly Rent Report","2020Q1","All bedrooms","Other flats","Monaghan","Euro","515.83"
"RTB Average Monthly Rent Report","2020Q1","All bedrooms","Other flats","Offaly","Euro","537.34"
"RTB Average Monthly Rent Report","2020Q1","All bedrooms","Other flats","Roscommon","Euro",""
"RTB Average Monthly Rent Report","2020Q1","All bedrooms","Other flats","Sligo","Euro",""
"RTB Average Monthly Rent Report","2020Q1","All bedrooms","Other flats","Tipperary","Euro","484.88"
"RTB Average Monthly Rent Report","2020Q1","All bedrooms","Other flats","Waterford","Euro","633.21"
"RTB Average Monthly Rent Report","2020Q1","All bedrooms","Other flats","Westmeath","Euro","616.94"
"RTB Average Monthly Rent Report","2020Q1","All bedrooms","Other flats","Wexford","Euro","559.54"
"RTB Average Monthly Rent Report","2020Q1","All bedrooms","Other flats","Wicklow","Euro","854.04"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Carlow","Euro","852.52"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Cavan","Euro","664.33"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Clare","Euro","752.53"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Cork","Euro","1109.63"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Donegal","Euro","591.93"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Dublin","Euro","1732.33"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Galway","Euro","1108.64"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Kerry","Euro","763.8"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Kildare","Euro","1284.52"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Kilkenny","Euro","860.68"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Laois","Euro","886.1"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Leitrim","Euro","573.25"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Limerick","Euro","1008.44"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Longford","Euro","656.58"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Louth","Euro","1069.52"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Mayo","Euro","679.16"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Meath","Euro","1183.22"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Monaghan","Euro","678.2"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Offaly","Euro","803.3"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Roscommon","Euro","657.38"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Sligo","Euro","738.15"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Tipperary","Euro","708.57"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Waterford","Euro","804.21"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Westmeath","Euro","855.53"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Wexford","Euro","775.98"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","All property types","Wicklow","Euro","1269.99"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Carlow","Euro","930.89"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Cavan","Euro","705.28"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Clare","Euro","781.91"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Cork","Euro","1074.5"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Donegal","Euro","608.14"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Dublin","Euro","2434.1"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Galway","Euro","1076.29"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Kerry","Euro","763.38"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Kildare","Euro","1453.52"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Kilkenny","Euro","875.02"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Laois","Euro","923.76"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Leitrim","Euro","590.92"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Limerick","Euro","1008.58"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Longford","Euro","700.56"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Louth","Euro","1230.32"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Mayo","Euro","692.93"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Meath","Euro","1250.81"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Monaghan","Euro","708.33"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Offaly","Euro","775.15"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Roscommon","Euro","673.75"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Sligo","Euro","759.46"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Tipperary","Euro","755.28"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Waterford","Euro","852.18"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Westmeath","Euro","888.73"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Wexford","Euro","848.36"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Detached house","Wicklow","Euro","1393.97"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Carlow","Euro","887.69"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Cavan","Euro","724.1"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Clare","Euro","830.39"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Cork","Euro","1158.16"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Donegal","Euro","629.35"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Dublin","Euro","1956.22"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Galway","Euro","1143.98"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Kerry","Euro","797.41"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Kildare","Euro","1363.85"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Kilkenny","Euro","905.48"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Laois","Euro","935.05"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Leitrim","Euro","595.4"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Limerick","Euro","1093.27"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Longford","Euro","686.44"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Louth","Euro","1132.32"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Mayo","Euro","696.63"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Meath","Euro","1254.26"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Monaghan","Euro","743.87"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Offaly","Euro","871.58"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Roscommon","Euro","687.1"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Sligo","Euro","767.93"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Tipperary","Euro","757.45"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Waterford","Euro","868.85"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Westmeath","Euro","899.5"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Wexford","Euro","815.46"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Semi detached house","Wicklow","Euro","1365.65"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Carlow","Euro","837.26"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Cavan","Euro","640.05"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Clare","Euro","749.41"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Cork","Euro","1146.84"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Donegal","Euro","535.93"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Dublin","Euro","1877.76"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Galway","Euro","1181.92"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Kerry","Euro","749.57"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Kildare","Euro","1305.68"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Kilkenny","Euro","810.71"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Laois","Euro","856.17"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Leitrim","Euro","554.1"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Limerick","Euro","968.37"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Longford","Euro","676.96"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Louth","Euro","1042.88"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Mayo","Euro","676.26"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Meath","Euro","1205.33"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Monaghan","Euro","638.68"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Offaly","Euro","879.41"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Roscommon","Euro","663.9"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Sligo","Euro","726.43"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Tipperary","Euro","690.23"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Waterford","Euro","750.09"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Westmeath","Euro","862.63"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Wexford","Euro","762.09"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Terrace house","Wicklow","Euro","1235.78"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Carlow","Euro","807.56"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Cavan","Euro","618.23"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Clare","Euro","693.08"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Cork","Euro","1099.66"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Donegal","Euro","562.4"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Dublin","Euro","1723.19"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Galway","Euro","1101.55"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Kerry","Euro","761.56"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Kildare","Euro","1183.07"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Kilkenny","Euro","841.38"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Laois","Euro","819.43"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Leitrim","Euro","549.59"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Limerick","Euro","989.04"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Longford","Euro","597.09"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Louth","Euro","997.95"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Mayo","Euro","659.52"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Meath","Euro","1129.02"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Monaghan","Euro","644.77"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Offaly","Euro","705.05"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Roscommon","Euro","602.52"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Sligo","Euro","708.89"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Tipperary","Euro","630.78"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Waterford","Euro","781.65"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Westmeath","Euro","832.07"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Wexford","Euro","709.43"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Apartment","Wicklow","Euro","1249.23"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Other flats","Carlow","Euro","610.95"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Other flats","Cavan","Euro","457.55"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Other flats","Clare","Euro","456.32"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Other flats","Cork","Euro","753.34"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Other flats","Donegal","Euro","449.58"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Other flats","Dublin","Euro","1150.78"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Other flats","Galway","Euro","762.44"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Other flats","Kerry","Euro","538.73"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Other flats","Kildare","Euro","923.8"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Other flats","Kilkenny","Euro","581.53998"
"RTB Average Monthly Rent Report","2020Q2","All bedrooms","Other flats","Laois","Euro",""
